116618;119610;122306;125696;127802;130554;130702;131512;131672;132248;132308;133134;133198;133636;133754;133888;134296;134644;135288;135954;136008;136714;137618;137770;138450;138994;140018;140818;140862;141050;145244;145570;145862;145880;146764;146876;147196;147412;147428;147478;147738;148912;149280;149910;150272;150380;151148;151600;151700;151890;152070;152812;153004;153478;153792;154644;155464;155824;156162;156532;156600;157132;157372;158528;160968;162004;162074;162548;162822;164978;165134;165584;166886;168034;168114;168168;168198;171246;171582;172262;172282;172584;173216;174920;175830;176158;177080;177850;178746;179512;179860;180144;182928;186490;188174;194964;196548;201358;203082;203972;
108890;111688;112426;112912;113114;113314;113384;113974;114004;114368;115264;115852;116618;116618;116970;117018;117184;118412;119076;119340;119496;119610;119792;119798;120082;120134;120210;120576;120766;121516;121828;122306;122312;122380;123502;124290;125478;125696;126068;126374;126986;127324;127712;127802;128282;128476;128704;128924;129026;129110;129772;130116;130154;130400;130436;130554;130702;130852;131118;131512;132196;134204;134228;135020;137578;138010;139326;139342;146170;148820;149414;150502;150836;152032;152166;153136;153876;154142;154310;155632;157890;160478;161190;161678;163410;165494;167908;169604;173054;173554;173684;175500;178024;179288;179428;180572;183834;189560;195340;200192;
104178;104910;105974;106550;106576;106946;108488;108890;109314;109914;110674;111042;111068;111688;112036;112426;112896;112912;113070;113114;113114;113314;113346;113384;113386;113490;113974;114004;114242;114334;114368;115264;115308;115852;116618;116618;116822;116970;117018;117184;117272;117398;117482;117846;118218;118292;118412;118560;119076;119240;119340;119496;123738;123888;125018;126994;127850;128018;130716;136292;139548;140172;141900;142392;143018;143648;144366;145726;146552;149298;149476;151032;152316;152396;152978;153512;155198;157380;157952;159192;160370;162000;162762;162988;168930;170344;170358;170448;172744;173458;175952;176446;179144;180036;184258;185734;187548;194660;194928;196410;
96366.5;98256.5;102678;103604;103718;103980;104178;104294;104308;104910;104946;105136;105690;105736;105836;105960;105974;106008;106550;106576;106946;107194;107974;108140;108488;108890;109306;109314;109914;110182;110664;110674;110904;111042;111068;111176;111688;111848;112036;112426;112700;112896;112912;112918;113070;113114;113114;113182;113314;113346;113506;119582;121574;128770;129698;131690;134376;136148;138214;139620;141926;142356;142504;143888;144494;146934;148836;149304;149338;149516;150272;150672;151268;151852;152260;154334;154690;155490;155974;156898;157070;157796;157984;159762;165684;166258;166680;166776;167674;168650;169444;170762;172782;174206;175392;176596;182472;185770;186578;187548;
93609.5;95800.5;96116.5;96366.5;96871.5;97096.5;98047.5;98256.5;98256.5;98312.5;98387.5;98602.5;98730.5;100178;100824;101932;102600;102638;102658;102678;103170;103604;103718;103980;104178;104294;104308;104768;104872;104910;104946;105136;105690;105696;105736;105836;105960;105974;106008;106550;106576;106946;107194;107338;107644;107974;108140;108488;108890;109306;116604;120956;122074;125252;127282;127892;128932;129692;130288;130620;130678;131912;132054;132458;134584;135134;135642;135680;136550;136684;137620;139990;142374;142650;143048;143096;143600;144718;145148;149986;152590;153066;153262;154464;157498;157890;158310;161272;163170;163192;167278;168052;168490;174534;175258;181282;183186;185798;189034;194734;
89913.5;91848.5;91896.5;92650.5;93083.5;93441.5;93609.5;94068.5;94881.5;94907.5;95108.5;95800.5;96000.5;96015.5;96116.5;96366.5;96680.5;96871.5;97096.5;97860.5;97965.5;98047.5;98256.5;98256.5;98312.5;98387.5;98414.5;98508.5;98602.5;98730.5;99224.5;99638.5;100070;100178;100546;100824;101436;101654;101932;102200;102600;102638;102658;102678;102714;103170;103604;103718;103980;104034;113338;117374;121590;123154;125774;132864;133184;134260;137296;138616;141854;142156;144690;145502;145946;147340;147866;149044;150834;151584;152368;152868;152886;153040;154328;155692;156112;156262;156914;157732;158214;159104;159904;165990;166670;168122;168130;169602;169938;171054;172070;177294;177496;178210;179644;180066;192058;206954;207012;219698;
89108.5;89112.5;89913.5;90148.5;90541.5;91346.5;91848.5;91896.5;92083.5;92650.5;93083.5;93441.5;93609.5;93714.5;93835.5;94068.5;94849.5;94881.5;94907.5;94907.5;95108.5;95652.5;95699.5;95800.5;96000.5;96015.5;96116.5;96231.5;96366.5;96680.5;96871.5;97096.5;97860.5;97965.5;98047.5;98063.5;98256.5;98256.5;98312.5;98387.5;98414.5;98508.5;98602.5;98730.5;99224.5;99383.5;99638.5;99693.5;100070;100178;114464;114946;117884;118516;123422;131092;131376;132654;133604;134106;134246;134624;134912;135734;136422;137728;138218;138868;141416;142494;142604;143098;143570;143690;144384;144784;145102;145212;145614;145710;146118;146164;147044;149054;155234;156208;156628;156874;157812;158016;159222;161692;163738;164284;169184;171528;173016;174286;176154;193140;
87208.5;88937.5;89108.5;89112.5;89913.5;90148.5;90541.5;90626.5;91346.5;91717.5;91848.5;91896.5;92083.5;92650.5;92953.5;93083.5;93241.5;93441.5;93609.5;93714.5;93765.5;93835.5;94049.5;94068.5;94849.5;94881.5;94884.5;94907.5;94907.5;95108.5;95496.5;95652.5;95699.5;95800.5;95808.5;95817.5;96000.5;96015.5;96098.5;96116.5;96231.5;96359.5;96366.5;96527.5;96680.5;96871.5;96946.5;97096.5;97700.5;97860.5;111958;124104;126586;129272;131116;131168;135260;135592;136590;137070;137242;138100;138436;138564;138838;139356;141742;143164;146666;146896;147354;147864;149602;149692;151404;153874;154312;154414;155434;156208;156792;157134;158708;161354;161648;162640;163940;169782;172420;172534;173390;173556;176914;177232;182888;184882;184910;185370;187432;197192;
86271.5;87112.5;87208.5;87465.5;87942.5;88706.5;88937.5;89108.5;89112.5;89310.5;89913.5;90148.5;90541.5;90626.5;90937.5;91346.5;91717.5;91820.5;91848.5;91896.5;92083.5;92106.5;92306.5;92650.5;92953.5;93083.5;93241.5;93441.5;93513.5;93609.5;93653.5;93714.5;93765.5;93835.5;94049.5;94068.5;94511.5;94849.5;94881.5;94884.5;94907.5;94907.5;95108.5;95457.5;95496.5;95499.5;95652.5;95699.5;95800.5;95808.5;116374;117470;125008;125048;125376;129572;131430;132268;132568;137886;137948;138750;139022;139892;140168;142994;144556;145208;145792;145994;148708;149998;150398;152504;153626;155606;155968;156568;157404;157750;157906;161854;161930;162054;167070;169972;171256;172622;173988;174804;175652;177152;181500;186568;189228;189394;189708;190688;191042;211616;
86041.5;86271.5;87112.5;87127.5;87208.5;87465.5;87942.5;88706.5;88926.5;88937.5;89108.5;89112.5;89310.5;89913.5;90001.5;90078.5;90148.5;90495.5;90541.5;90626.5;90937.5;91291.5;91346.5;91717.5;91820.5;91848.5;91881.5;91896.5;92083.5;92106.5;92306.5;92650.5;92953.5;93083.5;93241.5;93441.5;93513.5;93609.5;93653.5;93714.5;93765.5;93835.5;94049.5;94068.5;94102.5;94511.5;94849.5;94881.5;94884.5;94907.5;106358;110886;123684;123946;124192;125506;128706;129066;130458;131044;131554;132084;132156;138224;140470;140886;141986;142230;144428;145914;146742;148080;151126;151146;151688;152138;152200;152508;153940;154484;155164;156632;158804;159340;159532;162330;162702;162850;163622;166986;171400;174960;181662;184086;184384;186758;187898;188550;189568;210716;
