10744;10863;10914;10926;10927;11298;11320;11347;11381;11422;11434;11491;11549;11658;11662;11693;11719;11720;11737;11755;11760;11785;11823;11830;11833;11857;11876;11902;11953;11963;11970;11983;11990;12020;12037;12046;12059;12067;12079;12157;12205;12216;12223;12244;12249;12287;12293;12319;12372;12385;12387;12403;12406;12410;12411;12450;12455;12496;12513;12528;12556;12569;12612;12634;12644;12660;12661;12707;12744;12771;12771;12780;12788;12799;12844;12845;12898;12902;12928;12933;12959;13036;13042;13052;13063;13075;13136;13200;13209;13261;13265;13312;13315;13346;13434;13527;13582;13611;13650;13713;
9977;10129;10254;10366;10376;10470;10616;10657;10689;10717;10728;10744;10784;10844;10863;10887;10914;10918;10926;10927;10933;10963;11019;11027;11068;11136;11178;11182;11235;11245;11253;11259;11295;11298;11320;11322;11347;11356;11357;11373;11379;11381;11381;11422;11432;11433;11434;11438;11466;11468;11471;11476;11491;11519;11549;11576;11584;11614;11652;11658;11678;11749;11750;11768;11803;11850;11882;11899;11902;11985;12096;12106;12160;12168;12170;12212;12325;12335;12439;12535;12588;12601;12687;12695;12710;12713;12726;12729;12739;12850;12907;12955;12972;12984;12990;13090;13209;13246;13569;14202;
9687;9965;9977;10041;10058;10129;10193;10254;10294;10295;10344;10365;10366;10376;10390;10420;10426;10449;10449;10470;10500;10536;10580;10616;10619;10621;10627;10657;10689;10717;10728;10744;10756;10760;10764;10771;10784;10790;10825;10844;10863;10873;10883;10887;10914;10918;10920;10923;10926;10927;10933;10984;11235;11359;11379;11412;11465;11471;11503;11672;11734;11758;11763;11920;11975;12067;12117;12121;12127;12134;12161;12195;12249;12301;12306;12420;12491;12569;12636;12667;12694;12749;12760;12769;12796;12801;12825;12834;12840;12861;12925;13035;13108;13202;13288;13351;13352;13382;13460;14541;
9647;9687;9687;9902;9922;9954;9965;9977;9980;10017;10032;10041;10058;10129;10142;10193;10205;10222;10254;10288;10294;10295;10303;10320;10344;10359;10365;10366;10376;10390;10410;10420;10426;10433;10444;10449;10449;10470;10500;10500;10504;10530;10536;10542;10553;10561;10580;10616;10619;10621;10627;10855;10981;11204;11386;11413;11415;11506;11559;11632;11650;11670;11689;11861;11885;12040;12048;12053;12123;12171;12213;12276;12319;12321;12379;12410;12475;12525;12545;12569;12572;12574;12600;12662;12693;12700;12740;12787;12796;12827;12858;12929;12933;13119;13188;13286;13388;13510;13511;13593;
9463;9503;9647;9687;9687;9701;9705;9705;9798;9803;9845;9858;9880;9902;9920;9922;9927;9954;9965;9977;9980;10017;10032;10041;10046;10054;10058;10080;10125;10129;10142;10179;10193;10205;10222;10254;10288;10290;10294;10295;10302;10303;10320;10344;10359;10365;10366;10376;10382;10388;11172;11339;11463;11478;11542;11559;11581;11640;11667;11694;11715;11720;11791;11883;11904;11918;11961;11984;12037;12081;12155;12221;12274;12279;12287;12364;12414;12447;12471;12525;12526;12573;12615;12671;12701;12769;12861;12872;12879;12951;12977;13005;13039;13126;13153;13159;13252;13272;13577;13964;
9180;9373;9458;9463;9471;9503;9523;9542;9546;9551;9572;9606;9647;9687;9687;9701;9705;9705;9749;9798;9803;9841;9845;9845;9858;9880;9884;9902;9920;9922;9927;9954;9965;9976;9977;9980;10017;10024;10032;10041;10046;10050;10054;10058;10061;10080;10097;10125;10129;10142;10886;10927;11042;11136;11162;11234;11424;11453;11490;11496;11544;11653;11691;11738;11751;11781;11857;11886;11968;11998;12022;12023;12060;12083;12088;12094;12115;12163;12174;12205;12329;12347;12402;12542;12551;12563;12574;12624;12731;12762;12931;13049;13054;13100;13184;13249;13311;13723;13729;13770;
9144;9180;9203;9373;9458;9463;9471;9471;9503;9522;9523;9542;9546;9551;9565;9570;9572;9606;9610;9647;9687;9687;9696;9698;9701;9705;9705;9749;9796;9798;9803;9825;9841;9845;9845;9858;9880;9884;9889;9902;9903;9914;9920;9922;9927;9950;9951;9954;9965;9976;10295;10770;11125;11132;11224;11236;11407;11488;11604;11847;11955;11958;11963;12010;12019;12026;12084;12156;12167;12184;12249;12269;12277;12284;12348;12376;12389;12441;12464;12470;12512;12540;12584;12618;12622;12728;12730;12736;12766;12851;13027;13182;13282;13344;13626;13649;13663;13746;13815;14189;
9133;9144;9180;9203;9270;9273;9342;9373;9383;9386;9458;9463;9471;9471;9480;9497;9503;9522;9523;9542;9546;9551;9565;9570;9572;9599;9606;9610;9623;9635;9647;9665;9687;9687;9692;9696;9697;9698;9701;9705;9705;9730;9749;9796;9796;9798;9803;9825;9841;9845;10437;10866;10984;11058;11128;11145;11185;11223;11315;11407;11488;11492;11588;11652;11659;11702;11705;11709;11924;11931;12003;12093;12117;12129;12190;12297;12313;12478;12536;12557;12633;12671;12725;12806;12821;12895;12949;13037;13039;13041;13051;13054;13140;13316;13549;13646;13719;13804;13867;13956;
9133;9144;9180;9203;9268;9270;9273;9318;9342;9373;9383;9386;9449;9458;9463;9466;9471;9471;9473;9480;9483;9497;9503;9522;9523;9542;9546;9551;9565;9570;9572;9597;9599;9602;9606;9610;9623;9629;9635;9635;9647;9650;9665;9687;9687;9692;9696;9697;9698;9701;10418;10985;11024;11056;11067;11088;11106;11214;11313;11336;11341;11472;11599;11741;11796;11858;11889;11893;11928;11982;11989;12048;12055;12140;12144;12220;12262;12279;12310;12324;12348;12350;12371;12433;12524;12529;12576;12663;12738;12794;12833;12848;12899;13082;13176;13189;13394;13480;14135;14319;
9133;9144;9180;9203;9268;9270;9273;9318;9342;9373;9383;9386;9387;9442;9446;9449;9458;9458;9463;9466;9471;9471;9473;9480;9483;9491;9496;9497;9503;9522;9523;9542;9546;9551;9559;9565;9570;9572;9583;9597;9599;9602;9606;9610;9623;9629;9635;9635;9644;9647;10705;10834;11372;11377;11416;11472;11517;11582;11706;11713;11751;11769;11784;11863;11864;11881;12036;12045;12083;12103;12115;12135;12182;12199;12220;12259;12294;12394;12407;12430;12466;12531;12768;12781;12806;12816;12859;12896;12908;12912;12948;13003;13040;13155;13300;13354;13489;13642;13723;14290;
